ID	Volume	Index chapter	Mapped section	Mapped heading	Official question stem excerpt
OFFICIAL-115-1-L22-Q16	L22	ch07.md	8.1.7	考點補丁：公告試題考過的延伸考點	某工程師在建立推薦系統時，評估使用奇異值分解（Singular Value Decomposition, SVD） 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】 第二科：大數據處理分析與應用 考試日期：115 年 05 月 23 日
OFFICIAL-115-1-L22-Q24	L22	ch07.md	8.1.7	考點補丁：公告試題考過的延伸考點	某 AI 工程師評估客戶滿意度評分（1–5 分，含有明顯離群值）與退款率（連續型比例 變數）之間的相關性，考慮使用皮爾森（Pearson）、斯皮爾曼（Spearman）或肯德爾 （Kendall）相關係數。關於三者的特性比較，下列敘述何者不正確？
OFFICIAL-114-2-L22-Q10	L22	ch08.md	8.1.7	考點補丁：公告試題考過的延伸考點	下列哪一種情境最適合應用異常偵測（Anomaly Detection）技術？
OFFICIAL-114-2-L22-Q12	L22	ch08.md	8.1.7	考點補丁：公告試題考過的延伸考點	在處理分類問題時，若某一類樣本數明顯少於其他類別，研究人員可能採 用隨機過採樣（Random Oversampling）以平衡資料比例，此方法最常造 成下列哪一種問題？
OFFICIAL-114-2-L22-Q14	L22	ch08.md	8.1.7	考點補丁：公告試題考過的延伸考點	某組資料共 10 項標籤如下： A, A, A, A, A, B, B, B, B, B 若該標籤僅有 A、B 兩種，請問這組資料的「正規化吉尼不純度 （Normalized Gini impurity）」為何？
OFFICIAL-114-2-L22-Q26	L22	ch08.md	8.1.3	關聯規則：三個指標	某串流影音平台運用關聯規則學習（Association Rule Learning）分析 用戶的觀影行為，發現若使用者觀看了科幻影集，則有較高機率接著觀看 超級英雄電影。分析顯示，同時觀看這兩種類型的使用者約佔全部觀影紀 錄的 12%，而觀看科幻影集的使用者中，有 50%也觀看了超級英雄電影， 該規則的提升度（Lift）為 1.8。根據上述資訊，下列哪一項推論最為正 確？
OFFICIAL-114-2-L22-Q28	L22	ch08.md	10.1.3	維度詛咒	若在高維度（>500 維）的資料上應用 DBSCAN（Density-Based Spatial Clustering of Applications with Noise）演算法，卻發現所有資料點 皆被判定為雜訊（Noise），下列何者為最有可能的原因？
OFFICIAL-114-2-L22-Q37	L22	ch08.md	8.1.7	考點補丁：公告試題考過的延伸考點	若開發一個用於罕見疾病自動診斷的分類模型，目前資料集中確診樣本僅 佔不到 1%，且因為標註成本高，短期內無法取得更多資料。在此情況 下，若希望提升模型對少數類的偵測能力，同時避免過擬合，下列哪一種 策略最為合理？
OFFICIAL-114-2-L22-Q39	L22	ch08.md	8.1.7	考點補丁：公告試題考過的延伸考點	若評估一個新開發的腫瘤分類模型，其資料集中有 80%的樣本來自良性病 例。若直接使用 5-fold 交叉驗證（Cross-Validation） 進行模型評估， 可能導致模型效能評估出現偏差，為避免此問題，下列哪一種作法最合 適？
OFFICIAL-115-1-L22-Q02	L22	ch08.md	8.1.7	考點補丁：公告試題考過的延伸考點	下圖為吉尼不純度（Gini Impurity）的計算公式，在決策樹（Decision Tree）中，吉尼不 純度用於評估節點分裂的品質。關於吉尼不純度，下列敘述何者不正確？
OFFICIAL-115-1-L22-Q18	L22	ch08.md	8.1.3	關聯規則：三個指標	某零售企業的 AI 工程師正在用關聯規則學習（Association Rule Learning）分析購物籃 資料，評估商品 A 跟商品 B 之間同時購買的關係。關於「支援度（Support）」、「信賴 度（Confidence）」、「提升度（Lift）」三個指標，下列敘述何者正確？
OFFICIAL-115-1-L22-Q19	L22	ch08.md	8.1.7	考點補丁：公告試題考過的延伸考點	下圖表為電商平台某時段的交易紀錄（共 8 筆訂單），對圖表內的資料執行 Apriori 演 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】 第二科：大數據處理分析與應用 考試日期：115 年 05 月 23 日
OFFICIAL-115-1-L22-Q20	L22	ch08.md	8.1.6	資料不平衡：四層處理策略	某電信公司的 AI 反詐欺模型在正常交易佔 99.5%、詐欺交易僅佔 0.5%的類別嚴重不 平衡資料集上訓練。若工程師僅以整體準確率（Accuracy）作為模型選擇的唯一指標， 最可能產生什麼嚴重問題？
OFFICIAL-115-1-L22-Q22	L22	ch08.md	8.1.5	時序分析	某連鎖便利商店集團欲建立門市未來 14 天每日銷售額預測模型（500 間門市、3 年歷 。資料具有明顯的週期性（週末較高） 史資料）                  、年度季節性（暑假與年末高峰）及長期 。在此情境下，關於資料切分與建 成長趨勢，並包含已知節日與不定期事件（如颱風） 模策略，何者最適當？
OFFICIAL-115-1-L22-Q25	L22	ch08.md	8.1.6	資料不平衡：四層處理策略	某金融機構導入 AI 模型進行信用卡詐欺偵測，由於詐欺交易極為稀少（約佔全部交易 ，因此模型在測試階段得到 99.6%準確率（Accuracy） 0.3%）                                         。 ，被初步認定為「高效模型」 然而在實際上線後，風控部門發現模型幾乎無法攔截詐欺交易，且大量誤判正常交易。 經進一步檢查，發現資料極度不平衡，但模型仍以 Accuracy 作為主要優化與評估指標。 在此情境下，下列何者最
OFFICIAL-115-1-L22-Q32	L22	ch08.md	8.1.6	資料不平衡：四層處理策略	某銀行建置貸款違約預測模型，資料共 50,000 筆，其中違約樣本僅 800 筆（佔 1.6%） 。 在模型建置流程中，先對整體資料使用 SMOTE 對少數類進行過採樣，之後再進行訓 練／測試切分，並訓練輕量梯度提升機（LightGBM）模型，並以 AUC-ROC 評估模型 表現。模型在測試集的 AUC-ROC 達到 0.91，團隊認為模型表現良好，準備上線部署。 在模型審查過程中，下列何者為使測試集評估結果失真的主要原因？
OFFICIAL-115-1-L22-Q34	L22	ch08.md	8.1.7	考點補丁：公告試題考過的延伸考點	某電商平台希望建立二元分類模型，根據商品的「價格區間、品牌、顏色、材質」等特 。同時希望模型輸出具備可解釋的 徵，將商品分類為「高銷量（1）」或「低銷量（0）」 機率（如 P=0.73 表示 73%機率為高銷量）。請問下列哪種方法最適合？
OFFICIAL-115-1-L22-Q40	L22	ch08.md	8.1.7	考點補丁：公告試題考過的延伸考點	下圖為一段分類演算法的 pseudocode，請問最可能對應下列哪一種演算法？
OFFICIAL-115-1-L22-Q42	L22	ch08.md	4.1.4	考點補丁：類別編碼（Label Encoding 與 One-Hot）	承上題，團隊在建立預測模型前，先將 region（A、B、C 區）轉換為整數 1、2、3， 。模型上線測試後發現，線性迴歸模型對於 C 區（編 即採用標籤編碼（Label Encoding） 碼為 3）的預測收入出現明顯高估，顯示模型可能將編碼值誤解為具有線性大小關係。 若主管要求不得修改原有的特徵編碼方式，必須維持 1、2、3 的整數表示，但希望從 演算法層面降低此類誤解風險，則下列何者最適合作為替代模型？
OFFICIAL-114-2-L22-Q21	L22	ch09.md	9.1.4	考點補丁：Tufte 的資料密度原則	某資料分析師設計在業務績效報告時，希望單一頁面中同時呈現多區域、 不同產品線的銷售趨勢變化，並確保主管能在短時間內掌握整體資料走 向。若依據 Edward Rolf Tufte 的數據密度（Data Density） 原則，下 列哪一種設計方式最能符合該概念？
OFFICIAL-114-2-L22-Q22	L22	ch09.md	9.1.1	圖表選型對照	某投資研究員希望分析四檔科技類股（A、B、C、D）每日報酬率的變化趨 勢，以判斷這些股票之間是否存在高度相關性與共變動性，並評估投資組 合分散風險的程度。若研究員希望以單一圖表快速呈現各股票間的關聯強 度與方向，下列哪一種視覺化呈現方式最適合？
OFFICIAL-114-2-L22-Q25	L22	ch09.md	9.1.2	視覺化的誠信原則	某電商資料團隊繪製顧客單筆消費金額的箱型圖後發現：四分位距 （IQR）範圍極小，但上鬚線拉得很長，且在高金額區域有多筆離群值。 若希望協助行銷部門依據消費層級設計分群策略，下列哪一種視覺化方式 最有助於凸顯不同消費層級間的差異？
OFFICIAL-114-2-L22-Q48	L22	ch09.md	1.2.1	pandas 摘要統計的回傳型別與缺值	根據上述結果，下列何者正確？
OFFICIAL-115-1-L22-Q27	L22	ch09.md	9.1.4	考點補丁：Tufte 的資料密度原則	某 AI 產品的商業分析師在準備月度報告時，需要在單一頁面上同時呈現 1,000 位使用 者的留存率、活躍程度與付費轉換率三項指標，以讓決策層快速掌握整體趨勢。若依據 Edward Tufte 的資料視覺化原則中資料密度（Data Density）的概念，下列何者最符合 此原則的設計方向？
OFFICIAL-115-1-L22-Q28	L22	ch09.md	9.1.2	視覺化的誠信原則	行銷團隊比較三種廣告投放管道（A／B／C）的轉換率差異，原始數據如下，A：3.2%、 B：3.8%、C：4.0%。若設計圖表時將 y 軸刻意截斷（不從 0 開始） ，造成視覺差異放 大。此做法最可能產生的問題為何？ 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】
OFFICIAL-115-1-L22-Q29	L22	ch09.md	9.1.1	圖表選型對照	某 AI 系統的維運工程師需要在儀表板上呈現「模型推論延遲（ms）隨時間的變化趨 勢」，以便即時監控 服務水準協議（Service Level Agreement, SLA）是否達標（P99<200 ms） 。在資料視覺化的圖表類型選擇上，下列哪種圖表最適合呈現連續數值隨時間變化 的趨勢？
OFFICIAL-115-1-L22-Q30	L22	ch10.md	10.1.4	考點補丁：批次大小、梯度雜訊與泛化	訓練資料共 5,000 萬筆，工程師比較 Batch Size=32 與 Batch Size = 4096 的訓練表現， 發現大批次（Large Batch）雖然訓練較快，但模型泛化能力較差。從最佳化理論角度， 下列何者為此現象最合理的解釋？
OFFICIAL-115-1-L22-Q23	L22	ch11.md	11.1.4	考點補丁：ROC 曲線、混淆矩陣與 F1 的平均方式	Receiver Operating Characteristic（ROC）曲線係由單一分類模型在不同決策閾值下形成， 並以真陽率（True Positive Rate, TPR）為縱軸、假陽率（False Positive Rate, FPR）為橫 軸。請問下圖中四條曲線，何者最不可能是 ROC 曲線？
OFFICIAL-115-1-L22-Q33	L22	ch11.md	8.1.7	考點補丁：公告試題考過的延伸考點	某線上書店希望建立一個多類別書籍推薦模型，根據讀者的「年齡、性別、過去購書類 別偏好評分」等特徵，預測讀者下次最可能購買的書籍主題（共 8 類） 。資料已完整標 註，且資料量達數十萬筆。在模型選型上，除了預測準確率外，也需考量模型訓練效 率、可擴充性，並需支援快速訓練與線上部署。請問下列哪種方法最適合此情境？
OFFICIAL-115-1-L22-Q35	L22	ch11.md	11.1.5	考點補丁：Transformer 的位置編碼	某工程師在開發一個以 Transformer 為基礎的文本分類模型時，發現模型對於詞語順序 的變化不夠敏感，影響語意判斷效果。請問在 Transformer 架構中，位置編碼（Positional Encoding）的主要作用為何？
OFFICIAL-115-1-L22-Q43	L22	ch11.md	8.1.6	資料不平衡：四層處理策略	平 台安全部門發現， 僅有極 少數司機（約 占總體 0.05%）會利 用外掛程式竄改 gps_ping_rate，以騙取里程補貼。某新進資料科學家訓練了一個二元分類模型，並在報 告中指出：「模型整體準確率（Accuracy）高達 99.95%，因此可直接上線攔截可疑帳 號。」
OFFICIAL-115-1-L22-Q44	L22	ch11.md	8.1.6	資料不平衡：四層處理策略	針對上述外掛偵測模型，營運長下達最終的商業決策目標如下： 即使誤凍結部分正常司機帳號，後續仍可交由人工覆核；但不能放過任何一個真正的 外掛司機。」根據上述目標，團隊在調整模型輸出的決策機率門檻（Threshold，預設 為 0.5）時，應採取下列何種策略最為合理？
OFFICIAL-115-1-L22-Q50	L22	ch11.md	11.1.4	考點補丁：ROC 曲線、混淆矩陣與 F1 的平均方式	參考下圖程式碼，下列描述何者正確？
OFFICIAL-114-2-L22-Q24	L22	ch12.md	12.1.1	大規模語料處理的六項技術需求	某企業建置生成式 AI 系統，利用大量客服紀錄與產品評論資料訓練語言 模型，以自動生成客服回覆與知識摘要。由於資料來源多樣，且包含非結 114 年第二次 AI 應用規劃師-中級能力鑑定【公告試題】 第二科：大數據處理分析與應用 考試日期：114 年 11 月 08 日 試題公告日期：114 年 11 月 20 日
OFFICIAL-114-2-L22-Q13	L22	ch13.md	13.1.1	七種隱私強化技術	下列何者為同態加密（Homomorphic Encryption）技術的核心特性？
OFFICIAL-114-2-L22-Q20	L22	ch13.md	13.1.1	七種隱私強化技術	某銀行計畫將信用風險評估模型部署至雲端平台，以便即時分析客戶交易 行為。由於涉及大量敏感金融資料，銀行要求雲端服務商在不解密原始資 料的情況下仍能執行模型運算。為達成此目標，最適合採用下列哪一項技 術？
OFFICIAL-114-2-L22-Q32	L22	ch13.md	13.1.4	去識別化的限度	某電信公司導入生成式 AI 客服系統，利用過去對話紀錄與用戶行為資料 訓練語言模型，在資料治理與合規審查過程中，團隊發現模型可能會在回 答中生成包含真實姓名、電話或交易資訊的內容。為確保系統符合個資法 及生成式 AI 的安全與隱私要求，下列哪一項作法最符合實務可行及法規 原則？
OFFICIAL-115-1-L22-Q37	L22	ch13.md	13.1.5	考點補丁：成員推論攻擊與三種去識別機制	某金融機構將訓練好的信用評分模型開放 API 供合作夥伴查詢。資安團隊警告此設計 可能遭受成員推斷攻擊（Membership Inference Attack） 。下列何者最準確說明攻擊原理 與對應防禦？
OFFICIAL-115-1-L22-Q38	L22	ch13.md	13.1.5	考點補丁：成員推論攻擊與三種去識別機制	某 AI 平台的資料治理工程師正在評估三種去識別化技術的適用場景與強度：K 匿名 （K-anonymity）、差分隱私合成資料（Differential Privacy Synthetic Data）、亂數回應機 制（Randomized Response）。下列敘述何者不正確？
OFFICIAL-114-2-L23-Q22	L23	ch01.md	1.1.2	貝氏定理與偽陽性弔詭	某電商平台希望預測顧客是否會購買特定商品。系統蒐集顧客的瀏覽紀 錄、停留時間、商品類別偏好與過去購買行為，並以此推估「在觀察到這 些行為特徵的情況下，該顧客會購買的機率」。若模型採用貝氏定理 （Bayes’Theorem）進行推論，下列敘述何者最符合其核心運作機制？
OFFICIAL-114-2-L23-Q23	L23	ch01.md	1.1.5	考點補丁：蒙地卡羅方法	一家再生能源公司希望預測未來三個月太陽能發電量的波動範圍。由於氣 候條件具有高度隨機性，且輸入變數（如日照時數、雲量、溫度）之間存 在不確定關係，工程團隊決定以隨機抽樣方式模擬多種可能情境，以估算 整體發電量的機率分佈與風險區間。請問此時所採用的技術最符合下列哪 一種方法？
OFFICIAL-114-2-L23-Q24	L23	ch01.md	9.1.7	考點補丁：殘差圖判讀——異質變異	某房地產公司利用多元迴歸模型（Multiple Regression Model）預測房 價，並繪製殘差圖（Residual Plot）檢查模型品質。結果顯示部分資料點 的殘差極大，且在高價區樣本中出現系統性彎曲分佈現象。根據此觀察， 下列何者為最可能的正確解釋？
OFFICIAL-114-2-L23-Q41	L23	ch01.md	1.1.5	考點補丁：蒙地卡羅方法	考慮擲出骰子並採用 Monte Carlo 方法估算條件機率，參考附圖程式碼。 114 年第二次 AI 應用規劃師-中級能力鑑定【公告試題】 第三科：機器學習技術與應用
OFFICIAL-115-1-L23-Q01	L23	ch01.md	1.1.5	考點補丁：蒙地卡羅方法	某量化投資團隊需估算某投資組合未來 30 日的風險值。由於衍生性金融商品的 C 定價模型過於複雜，無法以解析解直接求得，工程師因此採用隨機模擬方式，產 生大量市場情境模擬並估計損失分布。此方法屬於下列哪一種技術框架？
OFFICIAL-115-1-L23-Q05	L23	ch01.md	9.1.7	考點補丁：殘差圖判讀——異質變異	某工程師完成多元線性迴歸模型後，繪製殘差圖（Residual Plot），發現殘差隨預 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】 第三科：機器學習技術與應用 考試日期：115 年 05 月 23 日
OFFICIAL-115-1-L23-Q14	L23	ch01.md	1.1.6	考點補丁：單純貝氏的先驗與類別條件機率	某電商平台使用樸素貝氏分類器（Naive Bayes Classifier）建立垃圾郵件過濾模型。 訓練集準確率（Accuracy）達 92%，但上線後發現，包含「限時優惠、立即下單 享折扣」等關鍵字的正常促銷郵件，常被誤判為垃圾信。經分析發現，這些詞彙 在訓練資料中多出現在垃圾郵件中，導致其類別條件機率偏高。請問造成此現象 的最主要原因與較適當的改善方式為何？
OFFICIAL-114-2-L23-Q35	L23	ch02.md	2.1.4	PCA五步驟	某公司針對製程感測器資料進行主成分分析（PCA），經標準化與協方差矩 陣分解後，得到三個主成分的特徵值如下：λ1=6.0, λ2=3.0, λ3=1.0。 若團隊決定僅保留能解釋至少 80% 總變異量的主成分，以進行後續模型建 構，下列哪一項敘述最合理且數據解讀正確？
OFFICIAL-114-2-L23-Q40	L23	ch02.md	2.2.1	考點補丁：NumPy 線性代數函式對照	依據附圖程式碼進行資料處理，下列何者正確？
OFFICIAL-114-2-L23-Q46	L23	ch02.md	2.1.4	PCA五步驟	假設研究人員已將含有雜訊的手寫數字影像存放在變數 noisy 中。部分資 料經視覺化後的外觀如下：
OFFICIAL-115-1-L23-Q03	L23	ch02.md	2.1.2	矩陣乘法與維度相容	某工程師在撰寫 Transformer 的 Attention 層時，需手動驗證矩陣維度是否相容。 輸入矩陣 Q 已攤平成形狀為(1, 10)，Query 投影權重矩陣 WQ 形狀為(10, 64)。執 行 Q x WQ 後輸出的形狀為何？
OFFICIAL-115-1-L23-Q06	L23	ch02.md	2.1.5	考點補丁：t-SNE vs PCA 的用途邊界	某資料科學家欲對 512 維詞嵌入向量（共 10 萬筆）進行視覺化以探索群集結構， 同時另一工程師需將 200 個製程特徵降維後作為 XGBoost 的輸入特徵。關於 t- SNE 與 PCA 選型，下列敘述何者最正確？
OFFICIAL-114-2-L23-Q03	L23	ch03.md	3.1.6	考點補丁：非凸最佳化的局部最優與鞍點	在訓練非線性模型時，若目標函數為非凸函數（Non-convex Function）， 演算法在參數更新過程中可能出現多個極值點，導致最佳化結果不穩定。 請問此時最可能發生下列哪一種情況？
OFFICIAL-114-2-L23-Q17	L23	ch03.md	3.1.2	優化器的演進	下列哪一種優化演算法內建動量（Momentum）的設計機制？
OFFICIAL-114-2-L23-Q33	L23	ch03.md	3.1.5	時間複雜度與可擴展性	某資料科學團隊正在開發一個客戶相似度比對系統，用於計算所有客戶之 間的相似度分數。若系統需逐一比對每一位客戶與其他所有客戶的資料組 合，此時演算法的時間複雜度最可能為哪一種？其代表意義為何？
OFFICIAL-115-1-L23-Q02	L23	ch03.md	1.1.1	損失函數不是任選的	某工程師在建立房價預測模型時，訓練資料中存在少數豪宅（成交價超過一般物 件 10 倍以上） 。若工程師希望模型對這些極端高價物件的預測誤差更敏感，並在 訓練時產生較大的梯度更新影響，應優先選擇下列哪種損失函數？
OFFICIAL-115-1-L23-Q08	L23	ch03.md	3.1.3	學習率：最重要的超參數	某深度學習工程師訓練 ResNet 時，發現模型在前幾個 Epoch 驗證損失快速下降， 但從第 15 個 Epoch 起驗證損失開始上升，而訓練損失持續下降。工程師將學習 率調高後，訓練損失反而開始明顯震盪。學習率過大最直接導致下列哪種現象？
OFFICIAL-115-1-L23-Q10	L23	ch03.md	1.1.1	損失函數不是任選的	，另 。關於上述兩個任務，他應分別選擇哪 一個預測使用者「隔日是否流失（是/否）」 種適當的損失函數？
OFFICIAL-115-1-L23-Q11	L23	ch03.md	3.1.1	梯度下降的三種變體	某工程師在 A100 GPU 叢集上訓練大型語言模型，觀察到以下現象：全批次梯度 下降時 GPU 利用率達 100%，但每次更新耗時 45 秒；隨機梯度下降（SGD）每 次更新僅需 0.01 秒，但梯度極不穩定、訓練曲線震盪劇烈。為兼顧梯度穩定性與 GPU 吞吐量（Throughput），應採用下列哪種策略？
OFFICIAL-115-1-L23-Q29	L23	ch04.md	4.1.1	五種學習範式	某工廠設備監測系統需偵測馬達軸承的異常振動，但過去僅記錄了大量正常運作 的振動時序資料，缺乏任何已確認故障的標註樣本。請問下列何種任務範疇最符 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】 第三科：機器學習技術與應用 考試日期：115 年 05 月 23 日
OFFICIAL-115-1-L23-Q31	L23	ch04.md	6.1.12	考點補丁：強化學習的獎勵塑形	某倉儲自動化公司以強化學習（Reinforcement Learning, RL）訓練機器手臂進行 揀貨，獎勵函數設計為「每成功抓取一個貨品得+1 分」。部署後發現機器手臂學 會反覆放開再抓取同一物品，以累積分數，但實際完成任務的效率極低。請問此 現象的核心問題為何？應如何修正獎勵設計？
OFFICIAL-114-2-L23-Q04	L23	ch05.md	5.1.4	分群演算法補充	在執行 DBSCAN（Density-Based Spatial Clustering of Applications with Noise）群集分析時，若某資料點鄰域內的樣本數不足以形成核心點 （Core Point），且該點未被任何核心點的鄰域所包含，也未與其他群集形 成密度可達關係（Density Reachability），此資料點最終將被歸類為哪一 種類型？
OFFICIAL-114-2-L23-Q15	L23	ch05.md	9.1.3	迴歸指標	在線性迴歸模型中，若 R²值為 0.85，其意義為何？
OFFICIAL-114-2-L23-Q18	L23	ch05.md	5.1.5	考點補丁：XGBoost 的正則化目標函數	下列何者最能同時反映 XGBoost（eXtreme Gradient Boosting）相較於傳 統梯度提升決策樹（Gradient Boosting Decision Tree, GBDT）的主要技 術改進？
OFFICIAL-115-1-L23-Q15	L23	ch05.md	5.1.4	分群演算法補充	某資料科學家將客戶資料進行分群，使用 K-means（K=5）後發現部分群集呈現 半月形（非凸）結構，且資料中存在少數離群值（Outliers）。他同時觀察到每次 執行結果略有不同。下列敘述何者最完整且準確地反映 K-means 在此情境中的已 知限制？
OFFICIAL-115-1-L23-Q28	L23	ch05.md	5.1.1	六種核心演算法對照	某房仲平台要預測物件成交價，資料集含 50 個特徵，其中部分特徵與房價呈非 線性關係，且業務單位要求模型須能提供整體特徵重要性以供稽核。下列哪一種 模型選擇策略最符合需求？
OFFICIAL-114-2-L23-Q05	L23	ch06.md	6.1.2	卷積層的運算	某智慧製造公司開發一套影像辨識系統，用於自動檢測生產線上的瑕疵產 品。系統採用卷積神經網路（Convolutional Neural Network, CNN）作為 主要模型架構，其中第一層卷積層（Convolutional Layer）主要負責的功 114 年第二次 AI 應用規劃師-中級能力鑑定【公告試題】 第三科：機器學習技術與應用
OFFICIAL-114-2-L23-Q06	L23	ch06.md	6.1.1	五種架構與歸納偏置	某智慧城市團隊開發一套交通監控系統，用於即時辨識路口監視器影像中 的車輛與行人。團隊比較後發現，卷積神經網路（Convolutional Neural Network, CNN）在訓練與推論效率上，明顯優於傳統的全連接神經網路 （Fully Connected Neural Network, FCNN）。請問下列何者為主要原因？
OFFICIAL-114-2-L23-Q07	L23	ch06.md	6.1.4	RNN家族的門控機制	下列哪一種應用最適合採用長短期記憶網路（Long Short-Term Memory, LSTM）模型？
OFFICIAL-114-2-L23-Q21	L23	ch06.md	6.1.13	考點補丁：自注意力、多頭注意力與長距離依賴	某語音辨識系統開發團隊採用 Transformer 架構，為了讓模型能同時理解 語音片段中的發音特徵、語速變化與語意脈絡等多層次資訊，團隊在設計 中導入了多頭注意力（Multi-head Attention）機制。請問下列何者為此 機制的主要優點？
OFFICIAL-114-2-L23-Q27	L23	ch06.md	6.1.14	考點補丁：激活函數的非線性與全連接層參數量	某智慧製造團隊在開發瑕疵影像檢測模型時，發現使用線性激活函數 （Activation Function）後，模型的訓練準確率長期停滯，懷疑模型無法 學習到足夠複雜的特徵表達。若要改善此問題，下列哪一項調整方案最為 合適？
OFFICIAL-114-2-L23-Q42	L23	ch06.md	6.1.8	考點補丁：經典 CNN 架構（VGG／ResNet／GoogLeNet）	在深度神經網路中，不同層的參數量（parameter count）差異極大。有些 層雖然數量少但計算量大，有些則相反。了解參數分佈情形，有助於模型 壓縮與遷移學習設計。請問在 VGG16 中，下列何者的參數量最多？
OFFICIAL-114-2-L23-Q43	L23	ch06.md	6.1.8	考點補丁：經典 CNN 架構（VGG／ResNet／GoogLeNet）	在神經網路中，了解各層的運算量分佈，有助於模型壓縮與硬體加速的策 略設計。請問在 VGG16 中，下列何者運算量(FLOPs)最多？
OFFICIAL-114-2-L23-Q44	L23	ch06.md	6.1.8	考點補丁：經典 CNN 架構（VGG／ResNet／GoogLeNet）	VGG16 層數深且結構規則，由多層卷積、池化及全連接層組成。了解各層 的輸入/輸出維度、參數量及記憶體需求，有助於掌握 CNN 模型的組成邏輯 與實作技巧。根據 VGG16 的模型架構，下列敘述何者正確？
OFFICIAL-114-2-L23-Q49	L23	ch06.md	6.1.14	考點補丁：激活函數的非線性與全連接層參數量	參考下圖執行結果，下列何者正確？
OFFICIAL-115-1-L23-Q17	L23	ch06.md	6.1.8	考點補丁：經典 CNN 架構（VGG／ResNet／GoogLeNet）	某醫療新創團隊將原有 3 層 CNN 升級為 16 層架構以提升 CT 影像腫瘤偵測率， 但發現訓練損失反而高於 3 層版本且收斂困難。工程師懷疑是網路深度造成的訓 練問題，下列診斷與對策何者最正確？
OFFICIAL-115-1-L23-Q18	L23	ch06.md	6.1.2	卷積層的運算	某工程師設計用於醫療 X 光影像分類的 CNN，發現卷積層後直接接全連結層導 致參數量高達 5,000 萬，訓練速度極慢。為降低模型參數量與計算成本，他在卷 積層後加入池化層（Pooling Layer） 。下列何者為池化層在此設計中最主要解決的 問題？
OFFICIAL-115-1-L23-Q19	L23	ch06.md	6.1.13	考點補丁：自注意力、多頭注意力與長距離依賴	款是否一致。工程師初版採用雙向長短期記憶（Bidirectional LSTM），但發現長 文件的跨段落語義關聯捕捉效果不佳，且訓練時間隨文件長度明顯增加。改用 Transformer 架構後問題獲得改善，下列何者為最主要的原因？
OFFICIAL-115-1-L23-Q20	L23	ch06.md	6.1.3	輸出層與損失函數的配對	工程師在 PyTorch 中建構貓、狗、鳥三分類 CNN，並使用交叉熵損失函數 （CrossEntropyLoss）作為訓練目標。由於此損失函數在內部已包含 Softmax 計 算，輸出層的設計需特別注意。請問輸出層的激活函數（Activation Function）與 輸出維度應如何設定？
OFFICIAL-115-1-L23-Q23	L23	ch06.md	6.1.9	考點補丁：BERT（雙向編碼）vs GPT（自迴歸生成）	某團隊開發法律文件生成系統，需根據合約前半段內容自動生成後半段條款。工 程師分別使用 BERT 與 GPT-2 進行微調，但發現 BERT 的生成效果明顯較差，且 即使增加訓練資料也無法改善。下列何者為最主要原因？
OFFICIAL-115-1-L23-Q40	L23	ch06.md	6.1.3	輸出層與損失函數的配對	分析師準備建立一個能將手寫數字圖片（28x28 像素展平為 784 維度）分為 0~9 共 ，且標籤已轉為 One-Hot 編碼（One-Hot Encoding） 10 個類別的多層感知機（MLP）                                  。 為符合 10 個類別的單標籤分類需求，下圖中的程式碼中(A)與(B)的函數應填入何 者？
OFFICIAL-115-1-L23-Q49	L23	ch06.md	6.1.8	考點補丁：經典 CNN 架構（VGG／ResNet／GoogLeNet）	若團隊需要建立一個超過 50 層的深層神經網路，以捕捉晶圓表面細微的劃傷特徵， 但又擔心傳統深層網路常見的梯度消失（Vanishing Gradient）問題，則下列哪一種 經典架構最適合優先考慮？ ：透過重複堆疊 3×3 卷積層與池化層來維持梯度
OFFICIAL-114-2-L23-Q08	L23	ch07.md	5.1.7	考點補丁：決策樹的分裂準則與資訊增益	資訊增益（Information Gain）常用於衡量特徵對分類結果的不確定性貢 獻程度，並據以進行特徵選擇。此方法主要應用於下列哪一類模型架構 中？
OFFICIAL-114-2-L23-Q09	L23	ch07.md	7.1.3	哪些模型需要縮放	在建構以距離為基礎的機器學習模型（如 KNN、SVM）時，下列哪一項資料 前處理方式最為關鍵？
OFFICIAL-114-2-L23-Q20	L23	ch07.md	7.1.4	特徵工程與資料增強	某電子商務公司為開發商品評論情感分析模型，希望模型能捕捉評論中不 同特徵之間的關聯影響，例如「商品價格」與「顧客滿意度」的互動效 果。下列哪一種特徵工程設計方式最適合用於建立互動特徵（Interaction Features）？
OFFICIAL-114-2-L23-Q25	L23	ch07.md	5.1.6	考點補丁：信用評分卡開發流程	某金融機構正在建立傳統信用評分卡模型，採用邏輯迴歸（Logistic Regression）作為建模方法，並依循監理機關建議的標準化流程進行模型 開發。下列哪一項不是傳統信用評分卡模型開發流程中的常見步驟？
OFFICIAL-114-2-L23-Q48	L23	ch07.md	7.2.1	考點補丁：以 NumPy 手動標準化	參考下圖程式碼，下列何者正確？ A：X_train -= X_train.mean(axis=0) 將每個訓練集特徵的平均值調整為 0 B：X_train /= X_train.std(axis=0) 將每個訓練集特徵的標準差調整為
